# started on Mon Apr 14 11:50:56 2025

     5.502390458,5,,page-faults,156186253,100.00,0.022,K/sec
     5.502390458,222291697,,cycles,163083886,100.00,0.968,GHz
     5.502390458,321636274,,instructions,163039154,100.00,0.65,insn per cycle
     5.502390458,21049138,,branches,163022043,100.00,91.662,M/sec
     5.502390458,255765,,branch-misses,163011869,100.00,0.27,of all branches
     6.002674452,155.16,msec,task-clock,155162905,100.00,0.310,CPUs utilized
     6.002674452,3701,,context-switches,155162905,100.00,0.017,M/sec
     6.002674452,38,,cpu-migrations,155162905,100.00,0.170,K/sec
     6.002674452,4,,page-faults,155162905,100.00,0.018,K/sec
     6.002674452,213809875,,cycles,162280363,100.00,0.957,GHz
     6.002674452,309288951,,instructions,162280363,100.00,0.65,insn per cycle
     6.002674452,18818711,,branches,162280363,100.00,84.226,M/sec
     6.002674452,253894,,branch-misses,162287954,100.00,0.28,of all branches
     6.502942760,156.67,msec,task-clock,156674479,100.00,0.313,CPUs utilized
     6.502942760,3708,,context-switches,156674479,100.00,0.017,M/sec
     6.502942760,37,,cpu-migrations,156674479,100.00,0.169,K/sec
     6.502942760,4,,page-faults,156674479,100.00,0.018,K/sec
     6.502942760,214205214,,cycles,163945043,100.00,0.981,GHz
     6.502942760,310760308,,instructions,163945043,100.00,0.68,insn per cycle
     6.502942760,19173705,,branches,163945043,100.00,87.833,M/sec
     6.502942760,254450,,branch-misses,163937452,100.00,0.30,of all branches
     7.003212466,157.75,msec,task-clock,157752167,100.00,0.316,CPUs utilized
     7.003212466,3699,,context-switches,157752167,100.00,0.017,M/sec
     7.003212466,36,,cpu-migrations,157752167,100.00,0.168,K/sec
     7.003212466,4,,page-faults,157752167,100.00,0.019,K/sec
     7.003212466,212245426,,cycles,164815964,100.00,0.992,GHz
     7.003212466,309192871,,instructions,164815964,100.00,0.71,insn per cycle
     7.003212466,18801890,,branches,164815964,100.00,87.871,M/sec
     7.003212466,252910,,branch-misses,164815964,100.00,0.32,of all branches
     7.503395641,149.94,msec,task-clock,149943032,100.00,0.300,CPUs utilized
     7.503395641,3717,,context-switches,149943032,100.00,0.018,M/sec
     7.503395641,33,,cpu-migrations,149943032,100.00,0.157,K/sec
     7.503395641,4,,page-faults,149943032,100.00,0.019,K/sec
     7.503395641,221321208,,cycles,156792247,100.00,1.055,GHz
     7.503395641,311627815,,instructions,156792247,100.00,0.74,insn per cycle
     7.503395641,19251061,,branches,156792247,100.00,91.802,M/sec
     7.503395641,262290,,branch-misses,156792247,100.00,0.35,of all branches
     8.003617492,156.30,msec,task-clock,156304508,100.00,0.313,CPUs utilized
     8.003617492,3697,,context-switches,156304508,100.00,0.018,M/sec
     8.003617492,43,,cpu-migrations,156304508,100.00,0.208,K/sec
     8.003617492,4,,page-faults,156304508,100.00,0.019,K/sec
     8.003617492,211665670,,cycles,163549120,100.00,1.026,GHz
     8.003617492,307279063,,instructions,163549120,100.00,0.75,insn per cycle
     8.003617492,18619459,,branches,163549120,100.00,90.226,M/sec
     8.003617492,247431,,branch-misses,163549120,100.00,0.34,of all branches
     8.503841635,155.83,msec,task-clock,155831994,100.00,0.312,CPUs utilized
     8.503841635,3704,,context-switches,155831994,100.00,0.018,M/sec
     8.503841635,89,,cpu-migrations,155831994,100.00,0.438,K/sec
     8.503841635,4,,page-faults,155831994,100.00,0.020,K/sec
     8.503841635,216557842,,cycles,162913368,100.00,1.065,GHz
     8.503841635,310551225,,instructions,162913368,100.00,0.78,insn per cycle
     8.503841635,19223260,,branches,162913368,100.00,94.513,M/sec
     8.503841635,257318,,branch-misses,162913368,100.00,0.37,of all branches
     9.004105629,156.49,msec,task-clock,156488138,100.00,0.313,CPUs utilized
     9.004105629,3697,,context-switches,156488138,100.00,0.018,M/sec
     9.004105629,47,,cpu-migrations,156488138,100.00,0.234,K/sec
